P1_ID de la respuesta;"P8_¿Ha leido la Politica de Acceso Abierto; disponible aqui: link?";P11_Sexo;P12_Edad;RANGO ETARIO;P13_Area del conocimiento en la cual se enmarca su quehacer;P14_OCDE;P16_Usted es una:;P17_Pais de residencia;P17_RECAT;"P18_Si su pais de residencia es Chile; por favor indique la region";P18_MACROZONA;P19_Nombre Institucion;P21_Sector al que pertenece la institucion;P22_Sector economico en el que se desempeña la institucion;P23_area del conocimiento en la cual se enmarca su quehacer2;P26_Cargo dentro de la institucion de quien responde;P27_CARGO_RECAT;P29_Respecto del objetivo de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p29_recat;"P30_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?";p30_recat;"P31_En su opinion; ¿hay otros aspectos que deberian incluirse dentro del objetivo general?";"P32_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:";p32_recat;P33_Respecto de los objetivos especificos de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p33_recat;"P35_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?4";p35_recat;"P36_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de los objetivos especificos?";"P37_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:5";p37_recat;P38_Sobre lo anterior:  Indique su nivel de acuerdo o desacuerdo respecto a las dos fases de implementacion que señala la Politica de Acceso Abierto;p38_recat;"P39_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta? ";p39_recat;"P40_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de la implementacion de la Politica de Acceso Abierto?";"P41_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos.";p41_recat;"P42_Por favor; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion:";p42_recat;"P43_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?6";P43_RECAT;"P44_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas en el parrafo?";"P45_Si respondio afirmativamente; por favor; indique cuales deberian ser esos aspectos:";P45_RECAT;"P46_De acuerdo a lo descrito; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion.";P46_RECAT;"P47_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?7";P47_RECAT;"P48_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas para los datos de investigacion?";"P49_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:8";P49_RECAT;"P50_Por favor; señale su nivel de acuerdo o desacuerdo respecto de estas acciones:";P50_RECAT;"P51_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?9";p51_recat;"P52_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las acciones que debe ejecutar la ANID para implementar la Politica de Acceso Abierto?";"P53_Por favor; indique cuales deberian ser esos aspectos:";p53_recat;P54_¿Que otros aspectos usted considera que debiesen ser abordados en la Politica de Acceso Abierto y_o en las acciones para su implementacion?;p54_recat
82;No;Hombre;44;ENTRE 41 Y 50;DERECHO;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"El acceso a la informacion disponible es fundamental para no duplicar gastos y esfuerzos en estudiar las mismas cosas; ademas de servir de un punto de partida para nuevas investigaciones; que respeten la propiedad intelectual de los resultados";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
83;Si;Hombre;32;ENTRE 31 Y 40;AGRONOMIA;CIENCIAS AGRICOLAS;Persona Natural;CHILE;CHILE;12. MAGALLANES Y ANTaRTICA CHILENA;AUSTRAL;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Considerando que cada trabajo fue financiado con dineros publicos; resulta obligatorio que los productos que salgan de esto sean de uso publico.";1;Si;Considero que todos los resultados de una investigacion cientifica deben ser publicos;1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Por lo que se entiende. Si uno elije la ruta dorada; el manuscrito pasara nuevamente por una revision (incluyendo la revision a la que fue sometida el manuscrito para ser publicado por una revista). Considero que es redundancia en el trabajo.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Considero que todo debe ser de libre acceso para todo publico.;1
87;Si;Hombre;50;ENTRE 41 Y 50;BIOLOGIA EVOLUTIVA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"Creo que los datos se deben compartir. Dependiendo de la disciplina hay una mayor o menor cultura de compartir datos. Por ejemplo; desde hace años es obligatorio para la mayoria de las revistas; depositar en GenBank las secuencias de ADN. Pero otro tipo de datos (mas que nada los generados por los ecologos) no se comparten. Esto deberia cambiar; maxime cuando hay dinero publico involurado en la generacion de datos. 

Todo bien con el tema de las publicaciones; pero hoy por hoy el quiere leer un paper lo hace por mas que este atras de un paywall.";1;Si;"Creo que se debe obligar que las MUESTRAS colectadas (de las que se toman los datos) esten disponibles para la comunidad. Por ejemplo; los especimenes colectados deben estar depositados en colecciones biologicas y estas ser realmente de uso universal para la comunidad cientifica.  De igual forma; muestras de agua; suelo; etc. no deben ser de propiedad indefinida de los investigadores.";1;De acuerdo;Muy de acuerdo o de acuerdo;"En el espiritu los 3 objetivos estan bien. Pero el primero; si bien es bien intencionado; no deja de ser demagogico. Son mucho mas relevantes el seguddo y el tercero. El tercero mas que nada. Para el segundo objetivo esta la misma comunidad; y la misma agencia que aprueba o no el informe final de un proyecto. El tercer es el importante: facilitar investigaciones (no colectado dos veces la misma muestra_dato) y maximizar el uso de recursos.";1;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Lo dicho. Quien quiera leer un trabajo lo consigue. Obviamente es mejor si lo tengo a un click en mi computador; pero con dos o tres clicks lo consigo igual. Ademas los APC pueden ser muy caros y por ahi ese dinero es mejor gastarlo en otra cosa.

No estoy en contra del open access; de hecho tengo varias publicaciones en revisats OA. Pero no lo veo como lo mas necesario hoy para fortalcer el sistema.";1;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"Creo que la ANID tiene cosas mas importantes que hacer que ""burocratizar"" mas el sistema.
¿Piensa realmente la ANID que con la infraestructura actual tiene capacidad de gestion para este nuevo tramite?";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Este punto es realmente importante y si debe velarse para que se cumpla. 
Evitar el uso de repositorios personales (que se caen; desaparecen facilmente y con ellos los datos). Exigir repositorio ANID o alguno de los universales (Zenodo DRYAD; etc).";1;Si;Idem respecto a muestras.;;De acuerdo;Muy de acuerdo o de acuerdo;"Me parece importante que el repositorio sea ANID (punto 1).
Los demas puntos son mas bien cuestiones operativas que no son objetivos en si. Si se estable un nuevo sistema; es claro que hay que hacerlo funcionar.";1;No;;;"Pensar bien en lo que se quiere y lo que tiene sentido.
Ser bien consciente de las limitaciones de gestion y operacion de la ANID. No perdir que todos enviemos todos nuestros datos; si no no hay capacidad de absorver; mantener y disponibilizar a los mismos.";1
94;Si;Hombre;48;ENTRE 41 Y 50;OTRAS ESPECIALIDADES DE LA PSICOLOGIA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"Me parece logica; atinada y racional la linea planteada. Me falta el componente de reflexion bioetica en lo planteado; y la discusion sobre los usos y fines en una agenda pais que priorice dichos usos y fines; asociandolos a modelos de desarrollo social; humano; ambientental y eventualmente economico; para las estructuras y ecosistemas CTS involucrados; idealmente asociadas tambien a formas de priorizacion en la asignacion de recursos.";1;Si;"Lo ya mencionado; etica y bioetica en el uso de dichos datos; incluidos los de este instrumento. Organismos tutores; curadores y reguladores de ello.
Lo ya mencionado en lineamoentos para su uso; circulacion y produccion asociados a un modelo de desarrollo y_o norte; para el pais y la comunidad cienctifica. Con las implicancias CTS y para el desarrollo de una cultura cientifica nacional que todo ello tiene.
Las formas en que todo esto se vera asociado a estructuras de priorizacion en la asignacion de recursos a la hora de investigar; diseminar; transparentar y disponibilizar.";1;De acuerdo;Muy de acuerdo o de acuerdo;"Lo comentado previamente; son temas transvesales al instrumento. Los mencione en el primer texto; los especifique en el segundo; por lo que de aqui en adelante solo hare referencia a ello.";1;Si;"Lo comentado previamente; son temas transvesales al instrumento. Los mencione en el primer texto; los especifique en el segundo; por lo que de aqui en adelante solo hare referencia a ello.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;Es lo razonable y recomendable.;1;Si;"Asumo que con las referencias al AM; se estan descartando los pre-print; y lo que hemos visto en relacion a la circulacion de versiones que mueren en esta etapa y sufren transformaciones importantes antes de llegar a la forma del AM que se publica y circula oficialmente.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Razonable; practico; orientados y permite una buena navegacion en la informacion.";1;Si;"Excelente lo del COAR; DOI y APC. Hay que pensar en estrategias de indexicacion y busqueda para esta o estas bases. Un sistema de palabras claves o terminos tipo MesH; Cochrane; etc.; y sus respectivos operados; para hacerlas navegables y mejorar su usabilidad.";1;De acuerdo;Muy de acuerdo o de acuerdo;"Para los datos que deban mantenerse en confidencialidad; y a efectos de su auditabilidad al menos; es necesario pensar en y definirse por alguno de los sistemas de anonimizacion usados hoy; por ejemplo como los planteados y recomendados para el reporte de datos del covid-19; y agregar esa base de datos bajo y con ese estandar; como uno de los entregables a la ANID por quienes hayan recibido su financiamiento.";1;Si;"Lo ya mecionado sobre bases anonimizadas; y una evaluacion de protocolos de interoperativodad; descarga directa o la existencia de copias con referencia a la fuente de almacenamiento original dentro de la(s) bases o repositorios ANID. Alguna suerte de modelo de data-ware; whare-house.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;Ya comentado justo antes de esta pregunta.;;No;;;"Ya fueron comentados en las respectivas preguntas. Reitero lo critico de las consideraciones bioeticas de uso manejo; circulacion y administracion; y la necesidad imperiosa de un norte; modelo o estrategia de desarrollo sino para el pais en si; como sociedad del conocimiento - sustentable y sostenible -; para los aportes que la produccion y comunidad cientifica - formada y en formacion -; e idealmente con una intencionalidad en las formas; en que se espera que ello construya procesos de apropiacion y uso del conocimiento cientifico y la cultura cientifica en el pais y 'el barrio' incluso.";1
95;Si;Hombre;55;ENTRE 51 Y 60;BIOLOGIA MOLECULAR;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;05. VALPARAiSO;CENTRO;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Obvio; deben ser conocidos todos los estudios y publicaciones que han sido financiados con recursos publicos; transparencia sobre los recursos en la investigacion; tesis _proyectos.";1;Si;"Se deberian colocar a lo menos; las aprobaciones de los comites de etica cientifica.";1;De acuerdo;Muy de acuerdo o de acuerdo;"Asegurar el acceso del conocimiento cientifico a la ciudadania es necesario; en cambio el escrutinio es complejo si la ciudadania no conoce del todo las investigaciones que se realizan; ya que son disciplinares o aplicadas; pero especificas; y finalmente es muy necesaria la reutilizacion de la informacion y datos de toda investigacion; por lo que hay que permitirlo; facilitarlo en este caso.";1;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"A ver; AM puede tener inconvenientes en el transito de accepted a published; ya que a veces la informacion que a esta aceptada; tarda en ser publicada por politicas de las revistas o; porque tienen aspecto eticos_sensibles que hacen que se evaluen de una forma mas rigurosa; por lo que hay revistas que asi lo prohiben; y colocar esa informacion en acceso publico es delicado; sino; impertinente; inoportuno; inconveniente.
Sobre APC; el pago que se menciona no debiera existir si se entiende que la Agencia es un organo del estado que ayuda al desarrollo de la investigacion en su amplio concepto; que por lo demas; existen grupos de investigadores; o investigadores solos que tienen los recursos contados y exiguos como para ademas; pagar este APC (a pesar de ser tarifa variable).";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"De acuerdo en todos os puntos; menos el ultimo; ya que como mencione en la anterior pregunta; el pago o tarifa no debiera existir. Esto generara una lamentable discriminacion y_o estratificacion; de acuerdo con la capacidad de pago.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Muy de acuerdo por razones de sana transparencia.;1;Si;"Adjuntar las aprobaciones de los comites de etica cientifica; que asi lo ameriten.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Tal como la respuesta anterior; sana transparencia y actuar; en busca de los correctos canales establecidos.";1;Si;"En el punto 2; añadir explicitamente a las universidades; ademas de ""las demas instituciones que administren repositorios de similar indole y proposito"".";1;"Creo sano hacer tambien alguna declaracion en medios de difusion o prensa publico (no solo entre los cientificos; investigadores; universitarios; etc.;) para que tambien en la poblacion cuya adscripcion no sea la anterior mencionada; incluido el mundo empresarial y estatal; se enteren de esta politica. Si se quiere realmente hacer una bajada de la informacion; conocimiento y aplicaciones de la investigacion y desarrollo; sea en las ciencias; artes; humanidades y sociales; en el amplio sentido de lo que el espiritu de esta politica plantea; debe asegurar la Agencia su llegada a toda la poblacion.";1
98;Si;Hombre;42;ENTRE 41 Y 50;CIENCIA FORENSE;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Estoy de acuerdo con la circulacion y difusion de los resultados de una investigacion para que la comunidad cientifica y las personas naturales puedan acceder a ellos e incrementar asi el conocimiento en el futuro.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
99;Si;Hombre;48;ENTRE 41 Y 50;BIOQUIMICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;El quehacer cientifico es para el beneficio de todos y por ende debe ser conocidos por todos;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;Las tesis de pregrado tambien son un aporte al interes cientifico;1;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Los plazos son muy amplios; la coencia evoluciona dia a dia y no es recomendable esperar 6 a 24 meses";1;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;Y cual es el plazo de implementacion??;1;No responde;;;"Por el momento esta bien; como iniciativa es buena; hacer publica la informacion cientifica; pero falta la definicion del plazo a ponerlo en marcha";1
100;Si;Hombre;48;ENTRE 41 Y 50;MATEMATICAS APLICADAS;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;06. LIBERTADOR GENERAL BERNARDO O'HIGGINS;CENTRO SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"La redaccion; al dejar a las tesis como parte aparte explicita; tensiona sin necesidad ese ambito; siendo que puede regularse en la redaccion de las etapas siguientes; sin minar la buena disposicion del objetivo. De la misma manera; la politica no solo debiera ser la disponibilidad; sino que debiera plantearse sobre la facilidad de uso o de accesibilidad; que es una critica que en general tienen los sistemas de informacion publicos.

Sugeriria por tanto una redaccion mas integrada como por ejemplo:

El objetivo general de la Politica de Acceso Abierto es “asegurar la disponibilidad y facilidad de uso del conocimiento cientifico contenido en el conjunto de publicaciones resultantes de la ejecucion de proyectos de investigacion financiados con recursos publicos; tales como manuscritos; tesis; ensayos; libros; etc.";1;Si;"pronunciarse sobre caracteristicas o atributos de esa disponibilidad; que comprometan desde el objetivo de la politica a asegurar una facilidad de uso; y no diseñar repositorios burdos o de dificil accesibilidad";1;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Considero que el asociar resultados a ""publicaciones"" solamente puede restringir socialmente el concepto correcto de las trayectorias academicas. Presentaciones en congresos; tesis; charlas; material de difusion; son tambien elementos que debieran poder incluirse en el acceso publico.";1;Si;"Nuevamente; pienso que relevar las tesis de postgrado de manera tan explicita expone a diferenciar otro tipo de productos. Ademas; las tesis de pregrado reciben igualmente financiamiento publico; y en este sentido; quedan a priri excluidas de dicho objetivo; lo que da a entender cierto sesgo de aporte al conocimiento respecto de las tesis de postgrado; que puede hacer pensar en que se estan anticipando conflictos mas que fomentando politicas.";1;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Respecto de la primera fase; desconozco si eso es posible en el caso de revistas de pago; en donde hay cesion de derechos. Ese acto; que como esta redactado es interpretado desde la responsabilidad individual de cada investigador_a; ¿no lo deja afecto a aspectos legales relacionados con los derechos de propiedad intelectual y la difusion?. Si bien no es un tema propio de la politica; en esto que corresponde a la implementacion considero que debieran haber ciertas garantias u orientaciones respecto de esto.";1;Si;"No me queda claro si respecto de la segunda etapa; la politica genera para efectos practicos; un subsidio de pago a los precios de las editoriales de pago (pero no rompe por tanto el problema que hay de la desregulacion de dichos costos asociados). No veo; dentro de los objetivos o estrategias; el fomentar el uso preferente de revistas de acceso abierto; que eviten precisamente este tipo de inconvenientes.";1;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Desconozco al momento de evaluar este texto; si han habido acercamientos con las editoriales respecto de estos procesos; ya que; nuevamente; es el autor_a quien transa un acuerdo sobre los derechos al momento de aceptar la publicacion. Veo debil la parte de las garantias de resguardo del autor_a respecto de las editoriales.";1;Si;"Veo debil la parte de las garantias de resguardo del autor_a respecto de las editoriales. Insisto en que para una politica asi de vanguardista; debieran garantizarse ciertos derechos de proteccion a los_as investigadores_as respecto de su relacion de derechos de propiedad al momento de aceptar la publicacion y las obligaciones que de ese acuerdo emanan.";1;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"No me queda claro como se confonta esto con los protocolos de consentimiento en los cuales fueron gestionados los datos. Es decir; puede pasar que debido a esta iniciativa; haya una mayor conciencia de disponibilidad de datos; que haga que en el caso de las investigaciones sociales; merme la participacion de los_as participantes. Es decir; con un cambio de esta naturaleza; se veran obligados a advertir de este hecho de figuracion de las bases de datos en un repositorio publico dentro de los propios protocolos de consentimiento.";1;Si;"Respecto de los protocolos de consentimiento; ¿Habra que incluir la opcion de que el participante se pueda negar a que sus datos figuren en dicho repositorio? ¿Que pasa con aquellos trabajos de campo que requirieron una alta inversion de tiempo; podran ser utilizados por terceros_as; con que tributacion cientifica a quienes la generaron?  Este ambito abre varias aristas que debieran ser consideradas.";1;De acuerdo;Muy de acuerdo o de acuerdo;;;Si;"Seria bueno anticipar un escenario de posibles sanciones por incumplimiento. Recuerdo que en Fondecyt; por ejemplo; el plagio inhabilita para la postulacion al concurso solamente; y no tiene mayores consecuencias para el investigador_a. Si bien puede que no sea la Subdireccion de Redes; Estrategia y Conocimiento quien tenga a cargo esta responsabilidad; considero necesario el que la politica defina al menos que esas sanciones existiran; y quien estara a cargo de pesquisarlas y_o aplicarlas.";1;"Respecto de la entrada en vigencia; me preocupa el hecho que las publicaciones ""en vigencia"" sean motivo de procesos de levantamiento de informacion en que esta nueva politica no era parte del contexto. Puede generar un problema mayor respecto de aquellas personas que accedieron a participar en la investigacion en otro marco de politica; en que la confidencialidad era subentendida como de conocimiento solo de parte del equipo de investigadores_as. Debiera ademas (como politica); indicar si en los protocolos de consentimiento; sera obligatorio o no el indicar esta obligacion por parte de los_as investigadores_as (creo que debiera estar incorporada obligatoriamente en los protocolos).

Las sanciones igualmente; podria explicitarse algo mas en el acapite; y no dejarlo tan escueto; advirtiendo el tipo de acciones dolosas que pudieran emerger al tener esta politica implementada.

No veo porque circunscribir la politica a Scielo; y no abrirla a toda aquella revista open access que cumpla con ciertos criterios (en ese sentido; consideraria mucho mas pertinente por criterios de calidad y espectro; el Directory of Open Access Journals (DOAJ); que es; a mi conocimiento; el servicio de indexacion mas importante en lo referido a revistas cientificas de acceso abierto que incorporan criterios de calidad.

La politica debiera considerar un cronograma referencial de implementacion.

Sin duda; extender; quiza en un anexo; la discusion sobre la pertinencia; alcance e implementacion de la politica. La parte de Antecedentes de la politica es lastimosamente precaria. Debiera presentarse; insisto; en un anexo quiza para no perder el foco; o en otro documento asociado; una discusion documentada; actualizada y pertinente; ya que en particular este tema tendra un impacto evidente en el quehacer cientifico; y debieran darse mas argumentos que permitan visualizar el trasfondo de la politica; mas que indicar; tal como esta; que es seguir un poco ""la corriente"" de otras iniciativas.";1
111;Si;Hombre;56;ENTRE 51 Y 60;BIBLIOTECOLOGIA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;La data fuente del estudio;1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;"Un mecanismo que asegure la ""propiedad"" del estado de los resultados; para velar por la inversion del pais en investigacion.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"El acuerdo con las editoriales debiese ser sujeto de una verificacion publica; toda vez que; el poder economico de algunas es muy significativo.";1;No;;;;
114;Si;Hombre;35;ENTRE 31 Y 40;PARASITOLOGIA;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Es frustrante leer que hubo un proyecto Fondecyt en una materia de interes y no tener ninguna forma de acceder a los resultados de dicho proyecto una vez finalizado;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Creo que con los objetivos especificos planteados se logra el objetivo general;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Considero que la propuesta como tal esta solida;1
115;Si;Hombre;35;ENTRE 31 Y 40;AGRONOMIA;CIENCIAS AGRICOLAS;Persona Natural;CHILE;CHILE;06. LIBERTADOR GENERAL BERNARDO O'HIGGINS;CENTRO SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;La disponibilidad de la informacion es de gran importancia para extender el conocimiento sin caer en duplicidades respecto de lo que ya se ha investigado.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;De acuerdo con los tres objetivos. Sin embargo es importante que la plataforma de entrega de informacion sea amigable al.usuario;1;Si;Generar una plataforma de descarga amigable para el usuario de manera de optimizar el proceso de busqueda;1;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;En alguna etapa previa debiesen existir mesas de trabajo para recaudar opiniones acerca del.formato.de entrega de datos desde la institucion que ejecuta el proyecto.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Se debiese incluir en el repositorio la informacion generada en proyectos de investigacion de al menos 10 años de antiguedad;1
118;No;Mujer;37;ENTRE 31 Y 40;OBSTETRICIA Y GINECOLOGIA;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
125;No;Mujer;37;ENTRE 31 Y 40;ARQUEOLOGIA;HUMANIDADES;Persona Natural;CHILE;CHILE;10. LOS LAGOS;SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;Creo que investigaciones financiadas por el estado tienen la obligacion de hacer publicos sus datos;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
129;No;Mujer;32;ENTRE 31 Y 40;LITERATURA ESPECIFICA;HUMANIDADES;Persona Natural;CHILE;CHILE;07. MAULE;CENTRO SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
134;Si;Mujer;53;ENTRE 51 Y 60;"ODONTOLOGIA; CIRUGIA Y MEDICINA ORAL";MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;09. LA ARAUCANiA;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Deberia existir un sistema de comunicacion e informacion unica que no requiera dar avisos que dependan de las personas.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;"Sistematizar informaticamente los proceso; unificar la informacion y que no dependa solo de las personas.";1
139;Si;Mujer;35;ENTRE 31 Y 40;CIENCIAS POLITICAS;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"Creo que el objetivo de ANID es disponer de los medios para acceder a la informacion. Pero no estoy ""muy de acuerdo"" porque la logica de datos abiertos la debiera dictar el Ministerio; no la Agencia.";1;No;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"Creo que esta politica no se orienta a ""asegurar a la ciudadania el acceso al conocimiento cientifico contenido en las publicaciones resultantes de proyectos de investigacion y en las tesis de posgrado financiados por la Agencia""; puesto que esta orientado a un segmento muy especifico de la poblacion. Esto implicaria realizar divulgacion y un trabajo de entendimiento por parte de la ciudadania en general.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Es preciso iniciar con la fase verde.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;Creo que son demasiadas las funciones que tendra que realizar esta Subdireccion.;1;No;;;Creo que este es un instrumento muy mal diseñado. No busca conocer la opinion de la ciudadania. Busca contar con un visto bueno de esta politica.;1
